id,eui,name,connected_at,disconnected_at,is_connected,last_connected,downtime_duration,last_uplink_received_at,last_downlink_received_at,last_status_received_at
eui-00000080029c07adf4,000080029C07ADF4,IDU00415-St. Ignatius Brgy Hall facing Fordham,,,False,,0.0,,,
eui-0000080029c07ace4,0000080029C07ACE,IDU00416-Silikon-PWX,,,False,,0.0,,,
eui-0000080029c07ad2a,000080029C07AD2A,IDU00414-St. Ignatius Barracks Gate 3,,,False,,0.0,,,
eui-0000080029c07add3,000080029C07ADD3,IDU00419-BPI Bel-Air Polaris-PWX,2022-09-22 22:46:57,,True,2022-09-29 17:46:32,0.0,2022-09-29 17:46:32,2022-09-29 17:39:17,2022-09-29 17:46:30
eui-0000080029c07add7,000080029C07ADD7,IDU00418-St. Ignatius Kaps Residence,2022-09-22 22:47:05,,True,2022-09-29 17:46:54,0.0,2022-09-29 17:46:54,2022-09-29 17:45:25,2022-09-29 17:46:47
eui-0000080029c07addd,000080029C07ADDD,IDU00413-Clixlogic Converge Manggahan,2022-09-29 08:45:53,,True,2022-09-29 17:46:24,0.0,2022-09-29 17:46:24,2022-09-29 17:45:16,2022-09-29 17:46:09
eui-0000080029c07ae05,000080029C07AE05,IDU00417-SH OUANO AVE SOUTH COSS-PWX,2022-09-25 16:29:56,,True,2022-09-29 17:46:48,0.0,2022-09-29 17:46:48,2022-09-29 17:38:24,2022-09-29 17:46:38
eui-000016c001f10090c4,0016C001F10090C4,PICO-00001-Pico Next Indoor Gateway Testing,2022-09-29 10:16:08,,True,2022-09-29 17:46:29,0.0,2022-09-29 17:46:29,2022-09-29 17:40:51,2022-09-29 17:46:14
eui-000016c001f11e7419,0016C001F11E7419,PICO-00002-PWX,,,False,,0.0,,,
eui-00001c497bcb1978,00001C497BCB1978,IDU00073-BSU-OJT-Janella-PWX,,,False,,0.0,,,
eui-00001c497bd1fd0a,00001C497BD1FD0A,IDU00087-Silikon-PWX-Office-Indoor-Gateway,2022-09-13 11:12:31,,True,2022-09-29 17:46:42,0.0,2022-09-29 17:11:08,2022-09-29 09:47:06,2022-09-29 17:46:42
eui-00001c497bd1fd17,00001C497BD1FD17,IDU00003-Lea OLais-PWX,,,False,,0.0,,,
eui-00001c497bd1fd1c,00001C497BD1FD1C,IDU00029-ThingsPh-PWX,,,False,,0.0,,,
eui-00001c497bd1fd3a,00001C497BD1FD3A,IDU00001-Delta Dore-PWX,,,False,,0.0,,,
eui-00001c497bee2cb5,00001C497BEE2CB5,ODU00015-OSMA 1-915-PWX,2022-09-13 11:12:31,,True,2022-09-29 17:47:00,0.0,,,2022-09-29 17:47:00
eui-00001c497bee2cca,00001C497BEE2CCA,ODU00003-Office-PWX,,,False,,0.0,,,
eui-00001c497bee2cd1,00001C497BEE2CD1,ODU00005-Pasig-OSMA 2-915-PWX,2022-09-13 11:12:34,,True,2022-09-29 17:46:58,0.0,,,2022-09-29 17:46:58
eui-00001c497bee2ce9,00001C497BEE2CE9,ODU00014-Pasig-OSMA 3-915-PWX,,2022-09-28 10:43:58,False,2022-09-28 10:40:18,219.719849,,,2022-09-28 10:40:18
eui-00001c497bee2d03,00001C497BEE2D03,ODU00022-OSMA 4-902,2022-09-13 11:12:30,,True,2022-09-29 17:46:57,0.0,,,2022-09-29 17:46:57
eui-00001c497bf35a44,00001C497BF35A44,ODU00015-Pasig-OSMA 1-868-PWX,2022-09-13 11:12:30,,True,2022-09-29 17:46:30,0.0,2022-09-29 17:37:12,2022-09-29 07:09:49,2022-09-29 17:46:30
eui-00001c497bf35a47,00001C497BF35A47,ODU00014-OSMA 3-868-PWX,,2022-09-28 10:43:58,False,2022-09-28 10:40:17,221.094223,2022-09-27 22:35:28,,2022-09-28 10:40:17
eui-00001c497bf35a6c,00001C497BF35A6C,IDU00002-PTCI 4-PWX,,,False,,0.0,,,
eui-00001c497bf35a7a,00001C497BF35A7A,ODU00022-OSMA 4-868-PWX,2022-09-13 11:12:33,,True,2022-09-29 17:46:44,0.0,2022-09-29 06:32:01,2022-09-29 06:31:32,2022-09-29 17:46:44
eui-00001c497bf35a81,00001C497BF35A81,ODU00003-Office-PWX,,,False,,0.0,,,
eui-00001c497bf35a83,00001C497BF35A83,ODU00005-OSMA 2-868-PWX,2022-09-13 11:12:34,,True,2022-09-29 17:46:22,0.0,2022-09-29 17:37:12,2022-09-29 17:01:02,2022-09-29 17:46:22
eui-00001c497bf35a8d,00001C497BF35A8D,IDU00064-Pullout,,,False,,0.0,,,
eui-00001c497bf35a90,00001C497BF35A90,IDU00092-LG Petroprime,2022-09-29 08:41:35,,True,2022-09-29 17:46:58,0.0,2022-09-29 16:53:16,2022-09-29 09:53:16,2022-09-29 17:46:58
eui-00001c497bf35a97,00001C497BF35A97,IDU00062-PWX,,,False,,0.0,,,
eui-00001c497bf35aad,00001C497BF35AAD,IDU00063-ThingsPh,,,False,,0.0,,,
eui-00001c497bffb30f,00001C497BFFB30F,IDU000024-The Curve Bldg 1,2022-09-24 12:23:05,,True,2022-09-29 17:46:35,0.0,2022-09-29 17:45:50,2022-09-29 17:30:49,2022-09-29 17:46:35
eui-00001c497bffb310,00001C497BFFB310,IDU00205-SH SOUTH SUPER MAGALLANES COSS-PWX,2022-09-29 07:02:29,,True,2022-09-29 17:46:53,0.0,2022-09-29 17:46:53,2022-09-29 17:44:41,2022-09-29 17:46:47
eui-00001c497bffb311,00001C497BFFB311,IDU00217-Al Santos-PWX,,,False,,0.0,,,
eui-00001c497bffb312,00001C497BFFB312,IDU00271-First Gen-Avion Plant-PWX,2022-09-22 22:47:05,,True,2022-09-29 17:46:33,0.0,2022-09-29 17:44:19,2022-09-29 17:00:19,2022-09-29 17:46:33
eui-00001c497bffb313,00001C497BFFB313,IDU00184-SH DAMOSA LANANG DAVAO COSS-PWX,2022-09-22 22:46:58,,True,2022-09-29 17:46:38,0.0,2022-09-29 17:46:38,2022-09-29 17:42:38,2022-09-29 17:46:30
eui-00001c497bffb314,00001C497BFFB314,IDU00281-BPI Timog Avenue-PWX,,,False,,0.0,,,
eui-00001c497bffb319,00001C497BFFB319,IDU00128-Geos-PWX,2022-09-29 10:53:59,,True,2022-09-29 17:46:17,0.0,2022-09-29 17:43:56,2022-09-29 17:43:57,2022-09-29 17:46:17
eui-00001c497bffb31a,00001C497BFFB31A,IDU00284-ULPI-Cold Storage 4(Left Middle)-GSM,2022-09-23 18:21:20,,True,2022-09-29 17:46:59,0.0,2022-09-29 17:46:59,2022-09-29 17:33:28,2022-09-29 17:46:32
eui-00001c497bffb31d,00001C497BFFB31D,IDU00164-PWX,,,False,,0.0,,,
eui-00001c497bffb31e,00001C497BFFB31E,IDU00004-First Gen Coca Cola Bulacan(PO),,,False,,0.0,,,
eui-00001c497bffb31f,00001C497BFFB31F,IDU00266-PWX,,,False,,0.0,,,
eui-00001c497bffb320,00001C497BFFB320,IDU00078-ThingsPh,,,False,,0.0,,,
eui-00001c497bffb321,00001C497BFFB321,IDU00209-PWX,,,False,,0.0,,,
eui-00001c497bffb325,00001C497BFFB325,IDU00263-Pearl Drive Pasig-PWX,2022-09-22 22:46:57,,True,2022-09-29 17:46:28,0.0,2022-09-29 17:46:21,2022-09-29 17:41:02,2022-09-29 17:46:28
eui-00001c497bffb327,00001C497BFFB327,IDU00150-Magellan Solutions 1,,,False,,0.0,,,
eui-00001c497bffb328,00001C497BFFB328,IDU00028-NCS-Singtel-PWX,,,False,,0.0,,,
eui-00001c497bffb32c,00001C497BFFB32C,IDU00224-BPI Muntinlupa-PWX,2022-09-29 07:44:48,,True,2022-09-29 17:46:58,0.0,2022-09-29 17:46:08,2022-09-29 17:43:28,2022-09-29 17:46:58
eui-00001c497bffb32f,00001C497BFFB32F,IDU00264-Cavite Varacco Farm -PWX,2022-09-22 22:46:56,,True,2022-09-29 17:46:59,0.0,2022-09-29 17:45:45,2022-09-29 17:45:45,2022-09-29 17:46:59
eui-00001c497bffb330,00001C497BFFB330,IDU00270-Office,,,False,,0.0,,,
eui-00001c497bffb331,00001C497BFFB331,IDU00097-Pablo Ocampo Makati-PWX,2022-09-22 22:46:57,,True,2022-09-29 17:47:04,0.0,2022-09-29 08:45:57,2022-09-29 05:00:00,2022-09-29 17:47:04
eui-00001c497bffb332,00001C497BFFB332,IDU00152-Citadines Millenium-PWX,2022-09-26 17:29:40,,True,2022-09-29 17:46:48,0.0,2022-09-29 17:46:48,2022-09-29 17:46:26,2022-09-29 17:46:28
eui-00001c497bffb333,[],IDU00011-Magellan Solutions 2,,,False,,0.0,,,
eui-00001c497bffb334,00001C497BFFB333,IDU00194-Concentrix-ALABANG 2-8F UPS ROOM,2022-09-29 17:21:18,,True,2022-09-29 17:47:07,0.0,2022-09-29 17:45:56,,2022-09-29 17:47:07
eui-00001c497bffb336,00001C497BFFB334,IDU00257-Meralco Lopez 12F-PWX,2022-09-26 19:53:48,,True,2022-09-29 17:46:37,0.0,2022-09-29 17:46:37,2022-09-29 17:32:10,2022-09-29 17:46:28
eui-00001c497bffb337,00001C497BFFB336,IDU00227-Winford Hotel 2F Casino,2022-09-29 02:47:58,,True,2022-09-29 17:46:29,0.0,2022-09-29 17:43:03,2022-09-29 17:43:04,2022-09-29 17:46:29
eui-00001c497bffb338,00001C497BFFB337,IDU00290-Barangay Valencia Hills QC-PWX,,,False,,0.0,,,
eui-00001c497bffb33a,00001C497BFFB338,IDU00208-W Highstreet 4F Women-PWX,,,False,,0.0,,,
eui-00001c497bffb33b,00001C497BFFB33A,"IDU00211-BPI Rizal Avenue, San Pablo, Laguna-PWX",2022-09-22 22:47:01,,True,2022-09-29 17:47:15,0.0,2022-09-29 17:46:52,2022-09-29 17:34:15,2022-09-29 17:47:15
eui-00001c497bffb33d,00001C497BFFB33B,IDU00079-King's Court Building-PWX,,,False,,0.0,,,
eui-00001c497bffb341,00001C497BFFB33D,IDU00012-Planet Cable (POC)-PWX,2022-09-13 11:12:33,,True,2022-09-29 17:47:15,0.0,2022-09-29 17:47:15,2022-09-29 17:47:15,2022-09-29 17:47:08
eui-00001c497bffb342,00001C497BFFB341,IDU00201-Concentrix-DAMOSA-GF SERVER ROOM,,,False,,0.0,,,
eui-00001c497bffb343,00001C497BFFB342,IDU00099-ULPI-Sorting Area-LAN,2022-09-19 07:48:44,,True,2022-09-29 17:47:18,0.0,2022-09-29 17:47:18,2022-09-29 17:46:45,2022-09-29 17:46:52
eui-00001c497bffb346,00001C497BFFB343,IDU00066-UP Los Banos-PWX,2022-09-28 20:46:10,,True,2022-09-29 17:47:19,0.0,2022-09-29 17:39:50,2022-09-29 16:24:27,2022-09-29 17:47:19
eui-00001c497bffb347,00001C497BFFB346,IDU00207-Silikon San Ildefonso Farm-PWX,2022-09-28 01:47:09,,True,2022-09-29 17:47:17,0.0,2022-09-29 17:47:13,2022-09-29 17:47:14,2022-09-29 17:47:17
eui-00001c497bffb348,00001C497BFFB347,IDU00192-BPI Marulas-PWX,2022-09-22 22:46:57,,True,2022-09-29 17:46:48,0.0,2022-09-29 17:46:44,2022-09-29 17:45:00,2022-09-29 17:46:48
eui-00001c497bffb34c,00001C497BFFB348,IDU00156-Testech 2-PWX,,,False,,0.0,,,
eui-00001c497bffb34e,00001C497BFFB34C,IDU00072-LG Petroprime,,,False,,0.0,,,
eui-00001c497bffb34f,00001C497BFFB34E,IDU00242-PWX,,,False,,0.0,,,
eui-00001c497bffb350,00001C497BFFB34F,IDU00200-PWX,,,False,,0.0,,,
eui-00001c497bffb352,00001C497BFFB350,IDU00058-Insular Life Bldg Corporate Center-PWX,2022-09-13 11:12:31,,True,2022-09-29 17:46:42,0.0,2022-09-29 16:56:46,2022-09-19 00:58:45,2022-09-29 17:46:42
eui-00001c497bffb353,00001C497BFFB352,IDU00250-PWX,2022-09-22 22:46:57,,True,2022-09-29 17:47:08,0.0,2022-09-29 17:47:08,2022-09-29 17:47:08,2022-09-29 17:46:42
eui-00001c497bffb354,00001C497BFFB353,IDU00274-J&F Divino Bldg Rooftop-PWX,,,False,,0.0,,,
eui-00001c497bffb356,00001C497BFFB354,IDU00157-Insular Life Alabang EE room,2022-09-13 11:12:37,,True,2022-09-29 17:47:14,0.0,2022-09-29 06:22:53,2022-09-29 06:22:53,2022-09-29 17:47:14
eui-00001c497bffb357,00001C497BFFB356,IDU00067-UP Diliman,,,False,,0.0,,,
eui-00001c497bffb35a,00001C497BFFB357,IDU00135-PWX,,,False,,0.0,,,
eui-00001c497bffb35c,00001C497BFFB35A,IDU00278-PWX,,,False,,0.0,,,
eui-00001c497bffb35d,00001C497BFFB35C,PulloutIDU00214-SH BINAN SAN PEDRO HWAY LAG,2022-09-29 07:45:11,,True,2022-09-29 17:47:10,0.0,2022-09-29 17:47:10,2022-09-29 17:46:54,2022-09-29 17:47:00
eui-00001c497bffb361,00001C497BFFB35D,IDU00202-ULPI Production Office-PWX,2022-09-25 16:29:09,,True,2022-09-29 17:47:04,0.0,2022-09-29 17:47:04,2022-09-29 17:46:28,2022-09-29 17:47:00
eui-00001c497bffb362,00001C497BFFB361,IDU00288-Cebu-Fast Cargo 2F mIddle,2022-09-13 11:12:33,,True,2022-09-29 17:46:57,0.0,2022-09-29 17:46:57,2022-09-29 17:35:53,2022-09-29 17:46:46
eui-00001c497bffb364,00001C497BFFB362,IDU00020-Pasig-KDCI 2-PWX,2022-09-16 01:04:51,,True,2022-09-29 17:46:58,0.0,2022-09-29 17:46:56,2022-09-29 17:43:44,2022-09-29 17:46:58
eui-00001c497bffb365,00001C497BFFB364,IDU00104-PWX,,,False,,0.0,,,
eui-00001c497bffb366,00001C497BFFB365,IDU00296-PWX-Ian-Jimenez,,,False,,0.0,,,
eui-00001c497bffb367,00001C497BFFB366,IDU00129-Testech-PWX,,,False,,0.0,,,
eui-00001c497bffb368,00001C497BFFB367,IDU00013-Office-PWX,,,False,,0.0,,,
eui-00001c497bffb36a,00001C497BFFB368,IDU00107-The Curve Bldg 2,,,False,,0.0,,,
eui-00001c497bffb36b,00001C497BFFB36A,IDU00108-J&F Divino Bldg 2F-PWX,2022-09-23 07:30:24,,True,2022-09-29 17:47:05,0.0,2022-09-29 17:32:24,2022-09-28 20:54:03,2022-09-29 17:47:05
eui-00001c497bffb36c,00001C497BFFB36B,IDU00041-BPI San Fernando Dolores-PWX,2022-09-29 08:20:25,,True,2022-09-29 17:46:52,0.0,2022-09-29 17:46:52,2022-09-29 17:46:52,2022-09-29 17:46:39
eui-00001c497bffb36e,00001C497BFFB36C,IDU00248-SH OG1 SAN FERNANDO PAMP COSS-PWX,2022-09-25 06:39:57,,True,2022-09-29 17:46:32,0.0,2022-09-29 17:45:33,2022-09-29 17:39:51,2022-09-29 17:46:32
eui-00001c497bffb371,00001C497BFFB36E,IDU00076-things Ph,2022-09-17 11:14:12,,True,2022-09-29 17:46:50,0.0,2022-09-29 17:44:49,2022-09-29 16:10:39,2022-09-29 17:46:50
eui-00001c497bffb372,00001C497BFFB371,IDU00282-PWX,,,False,,0.0,,,
eui-00001c497bffb373,00001C497BFFB372,IDU00279-RMC 16F-PWX,2022-09-25 10:21:49,,True,2022-09-29 17:47:13,0.0,2022-09-29 17:47:13,2022-09-29 17:47:10,2022-09-29 17:46:58
eui-00001c497bffb376,00001C497BFFB373,IDU00016-Clixlogic Vismin LAN,,,False,,0.0,,,
eui-00001c497bffb379,00001C497BFFB376,IDU00131-P.T. Cerna Makati Outdoor,,,False,,0.0,,,
eui-00001c497bffb37c,00001C497BFFB379,IDU00236-Meralco Power Tech-PWX,,,False,,0.0,,,
eui-00001c497bffb37d,00001C497BFFB37C,IDU00198-BPI Mandaluyong-PWX,2022-09-29 02:48:34,,True,2022-09-29 17:47:16,0.0,2022-09-29 17:47:16,2022-09-29 17:23:14,2022-09-29 17:47:06
eui-00001c497bffb380,00001C497BFFB37D,IDU00297-BPI Las Pinas-PWX,2022-09-22 22:46:56,,True,2022-09-29 17:46:51,0.0,2022-09-29 17:46:51,2022-09-29 17:38:14,2022-09-29 17:46:33
eui-00001c497bffb385,00001C497BFFB380,IDU00134-WIT 2-PWX,2022-09-13 11:12:31,,True,2022-09-29 17:47:07,0.0,2022-09-29 17:46:38,2022-09-29 17:37:02,2022-09-29 17:47:07
eui-00001c497bffb387,00001C497BFFB385,IDU00051-M1 Tower 1-PWX,2022-09-13 11:12:36,,True,2022-09-29 17:46:55,0.0,2022-09-29 17:46:55,2022-09-29 17:25:21,2022-09-29 17:46:55
eui-00001c497bffb388,00001C497BFFB387,IDU00080-Jopet-PWX,,,False,,0.0,,,
eui-00001c497bffb38b,00001C497BFFB388,IDU00295-Office testing dongle-PWX,2022-09-29 08:51:40,,True,2022-09-29 17:47:07,0.0,2022-09-29 17:47:07,2022-09-29 17:45:02,2022-09-29 17:47:07
eui-00001c497bffb38c,00001C497BFFB38B,IDU00110- Royal Cargo,,,False,,0.0,,,
eui-00001c497bffb38e,00001C497BFFB38C,IDU00243-Silikon San Ildefonso Farm 2-PWX,,,False,,0.0,,,
eui-00001c497bffb391,[],IDU00172-Concentrix-DAMOSA-2F HUB ROOM,,,False,,0.0,,,
eui-00001c497bffb392,00001C497BFFB38E,IDU00285-ULPI-Dry Storage Area-GSM,2022-09-23 07:25:12,,True,2022-09-29 17:47:19,0.0,2022-09-29 17:47:19,2022-09-29 17:45:08,2022-09-29 17:46:59
eui-00001c497bffb395,00001C497BFFB391,IDU00160-Citadines Millenium 2-PWX,,,False,,0.0,,,
eui-00001c497bffb396,00001C497BFFB392,IDU00133-CW Home Depot Imus,2022-09-13 11:12:29,,True,2022-09-29 17:47:33,0.0,,,2022-09-29 17:47:33
eui-00001c497bffb397,00001C497BFFB395,IDU00182-BPI Muntinlupa Tunasan-PWX,2022-09-26 19:53:14,,True,2022-09-29 17:46:59,0.0,2022-09-29 17:46:59,2022-09-29 17:45:33,2022-09-29 17:46:56
eui-00001c497bffb398,00001C497BFFB396,IDU00289-BPI Las Pinas Pamplona Tres-PWX,2022-09-22 22:47:02,,True,2022-09-29 17:47:12,0.0,2022-09-29 17:47:12,2022-09-29 17:19:41,2022-09-29 17:46:55
eui-00001c497bffb399,00001C497BFFB397,IDU00190-Concentrix-TECHNOHUB M-3F HUB ROOM,,,False,,0.0,,,
eui-00001c497bffb39b,00001C497BFFB398,IDU00232-Meralco Lopez Bldg-Basement-PWX,2022-09-22 22:47:05,,True,2022-09-29 17:47:14,0.0,2022-09-29 17:45:37,2022-09-29 16:25:54,2022-09-29 17:47:14
eui-00001c497bffb39d,00001C497BFFB399,IDU00140-Clixlogic Office-PWX,,2022-09-29 10:04:58,False,2022-09-29 10:00:42,256.445003,2022-09-29 10:00:40,2022-09-29 09:59:10,2022-09-29 10:00:42
eui-00001c497bffb39e,00001C497BFFB39B,IDU00191-Concentrix-ALABANG 3-9F SERVER ROOM,2022-09-22 22:47:05,,True,2022-09-29 17:47:11,0.0,2022-09-29 17:47:11,2022-09-29 00:24:13,2022-09-29 17:46:47
eui-00001c497bffb3a0,00001C497BFFB39D,IDU00262-KFC Farm Bulacan-PWX,2022-09-28 05:30:43,,True,2022-09-29 17:47:18,0.0,2022-09-29 17:47:17,2022-09-29 17:47:17,2022-09-29 17:47:18
eui-00001c497bffb3a6,00001C497BFFB39E,IDU00005-EISUS Enterprise-PWX,,,False,,0.0,,,
eui-00001c497bffb3a7,00001C497BFFB3A0,IDU00030-SH TAGAYTAY KAYBAGAL SOUTH COSS-PWX,2022-09-22 22:46:59,,True,2022-09-29 17:47:23,0.0,2022-09-29 17:47:23,2022-09-29 17:47:23,2022-09-29 17:47:04
eui-00001c497bffb3a8,00001C497BFFB3A6,IDU00175-BPI Pasong Tamo Ext. EDSA-PWX,2022-09-23 09:16:36,,True,2022-09-29 17:47:03,0.0,2022-09-29 17:47:03,2022-09-29 17:44:45,2022-09-29 17:46:58
eui-00001c497bffb3aa,00001C497BFFB3A7,IDU00177-BPI Aurora Boulevard-PWX,2022-09-22 22:46:57,,True,2022-09-29 17:46:53,0.0,2022-09-29 17:46:53,2022-09-29 17:44:58,2022-09-29 17:46:53
eui-00001c497bffb3ab,00001C497BFFB3A8,IDU00049-Office,2022-09-25 09:47:50,,True,2022-09-29 17:47:01,0.0,2022-09-29 17:42:47,2022-09-29 11:20:35,2022-09-29 17:47:01
eui-00001c497bffb3ac,00001C497BFFB3AA,IDU00260-W Fifth-PWX,2022-09-22 22:46:56,,True,2022-09-29 17:47:20,0.0,2022-09-27 06:26:14,,2022-09-29 17:47:20
eui-00001c497bffb3ad,00001C497BFFB3AB,IDU00233-Diversity-PWX,,,False,,0.0,,,
eui-00001c497bffb3ae,00001C497BFFB3AC,IDU00276-Jennys Ave Pasig-PWX,2022-09-22 22:46:59,,True,2022-09-29 17:47:26,0.0,2022-09-28 23:43:18,2022-09-23 21:10:28,2022-09-29 17:47:26
eui-00001c497bffb3af,00001C497BFFB3AD,IDU00017-Magellan Solutions 3,,,False,,0.0,,,
eui-00001c497bffb3b0,00001C497BFFB3AE,IDU00229-SH BAGO APLAYA TALOMO COSS-PWX,,,False,,0.0,,,
eui-00001c497bffb3b1,00001C497BFFB3AF,IDU00075-Concentrix-MACTAN-2F UPS ROOM,2022-09-29 17:06:32,,True,2022-09-29 17:47:21,0.0,2022-09-29 17:42:01,,2022-09-29 17:47:21
eui-00001c497bffb3b2,00001C497BFFB3B0,IDU00222-Concentrix-ALABANG 2-7F HUB ROOM,2022-09-22 22:46:58,,True,2022-09-29 17:47:17,0.0,2022-09-29 17:47:11,2022-09-28 23:46:26,2022-09-29 17:47:17
eui-00001c497bffb3b3,00001C497BFFB3B1,IDU00008-Irish-PWX,,,False,,0.0,,,
eui-00001c497bffb3b7,00001C497BFFB3B2,IDU00037-SH GEN MAXILOM CEBU COSS-PWX,2022-09-28 21:52:55,,True,2022-09-29 17:47:17,0.0,2022-09-29 17:47:17,2022-09-29 17:46:26,2022-09-29 17:46:49
eui-00001c497bffb3b8,00001C497BFFB3B3,IDU00225-Test Gateway,2022-09-29 13:27:18,,True,2022-09-29 17:47:07,0.0,2022-09-29 16:04:16,2022-09-29 16:04:16,2022-09-29 17:47:07
eui-00001c497bffb3b9,00001C497BFFB3B7,IDU00158-IBP Tower-PWX,,,False,,0.0,,,
eui-00001c497bffb3bc,00001C497BFFB3B8,IDU00040-Hardware-Jethro-PWX,2022-09-29 17:16:54,,True,2022-09-29 17:47:13,0.0,,,2022-09-29 17:47:13
eui-00001c497bffb3bd,00001C497BFFB3B9,IDU00261-First Gen Batangas-PWX,2022-09-29 08:46:04,,True,2022-09-29 17:47:21,0.0,2022-09-29 17:42:21,2022-09-29 17:11:04,2022-09-29 17:47:21
eui-00001c497bffb3bf,00001C497BFFB3BC,IDU00057-Laguna-Fast Services-PWX,2022-09-25 09:09:34,,True,2022-09-29 17:47:06,0.0,2022-09-29 17:40:06,2022-09-29 17:02:17,2022-09-29 17:47:06
eui-00001c497bffb3c1,00001C497BFFB3BD,IDU00196-Brgy. Mariana Hall QC-PWX,2022-09-22 22:46:46,,True,2022-09-29 17:47:15,0.0,2022-09-29 17:47:15,2022-09-29 17:24:51,2022-09-29 17:47:09
